Date,Region,Latitude,Longitude,Property_Type,Price,Rental_Yield_Pct,Demand_Score,Supply_Score,Economic_Indicator
2024-11-13,Tech Park,40.63687064727348,-74.04737889600545,Apartment,574068.85,5.52,81,81,0.43
2024-03-21,Tech Park,40.634606884476604,-74.04523069719352,Studio,424255.77,6.59,64,91,0.34
2024-07-09,Tech Park,40.63869107736185,-74.09353901944587,Studio,343348.29,5.36,34,87,0.43
2023-10-31,Downtown,40.69850925878044,-73.96546520643031,Commercial,2732117.41,4.38,82,60,0.43
2023-02-16,Tech Park,40.662197600943806,-74.05079852926747,Apartment,683419.99,6.79,93,97,0.5
2023-07-31,Tech Park,40.63038423983173,-74.04307961947693,Studio,369342.55,5.09,94,62,0.55
2024-04-18,Coastal,40.62308272473056,-73.98051235856597,Studio,441237.5,4.99,1,11,0.46
2023-05-26,Industrial,40.790366099025185,-74.23065367941848,Commercial,1419425.49,6.49,6,67,0.41
2023-01-27,Downtown,40.69856281390989,-74.00860211067693,Villa,2077890.9,3.9,74,66,0.54
2023-10-13,Downtown,40.70101218810299,-74.02181828119993,Villa,1885352.94,4.59,34,61,0.51
2024-07-16,Downtown,40.72567550761876,-73.9947611876698,Studio,479814.12,3.67,45,88,0.38
2024-09-24,Coastal,40.5562391399118,-73.94207266087065,Studio,396620.16,4.88,47,48,0.37
2023-06-12,Downtown,40.69932157244674,-73.9773233102168,Commercial,3298289.65,4.1,68,45,0.39
2023-09-16,Tech Park,40.67069619686776,-74.0679531877055,Villa,1348201.81,5.97,50,35,0.47
2023-07-13,Downtown,40.69956400309438,-74.0005326629443,Apartment,839196.98,3.88,29,7,0.53
2024-06-05,Downtown,40.67349696505639,-74.01588611202573,Commercial,2800011.42,5.09,53,39,0.58
2023-03-14,Suburbs,40.747070145708435,-74.094503343854,Villa,1042982.08,6.0,88,86,0.66
2024-08-17,Tech Park,40.61423667837109,-74.03965618939233,Apartment,759917.27,5.43,2,47,0.69
2024-07-15,Industrial,40.80026360521773,-74.21537436521037,Commercial,1529185.71,7.01,14,20,0.26
2024-03-06,Coastal,40.57960125323792,-73.94376312735936,Villa,1441105.88,4.64,51,40,0.56
2024-05-09,Industrial,40.804392831732336,-74.16656074079853,Apartment,401210.97,6.0,11,27,0.4
2024-07-26,Industrial,40.790319657527554,-74.24101599711989,Villa,894498.14,7.23,58,13,0.47
2024-07-01,Suburbs,40.72000264721475,-74.10012097037277,Commercial,1895900.98,5.06,14,29,0.65
2023-03-01,Tech Park,40.65203170716346,-74.0612158893848,Studio,340989.8,6.25,64,62,0.44
2023-08-03,Tech Park,40.66236721132519,-74.02088799041485,Commercial,2128462.65,6.53,42,64,0.43
2024-09-25,Tech Park,40.669891164714834,-74.07679572056885,Studio,404870.81,6.16,83,74,0.5
2023-07-20,Downtown,40.716719744841136,-74.01803963204935,Commercial,3173158.0,3.51,6,53,0.43
2023-11-23,Downtown,40.73636838635127,-73.99471624364803,Commercial,2706140.37,3.32,81,37,0.51
2023-12-14,Industrial,40.798384361165425,-74.21084393643699,Villa,937979.93,7.1,27,72,0.46
2024-06-27,Downtown,40.712835897457566,-73.99656796067985,Apartment,859986.97,4.74,60,1,0.49
2024-11-06,Industrial,40.77889227557316,-74.16401871531953,Apartment,374750.35,7.42,4,78,0.44
2024-12-08,Coastal,40.5647118855847,-73.93540361275466,Villa,1777139.66,4.5,14,82,0.51
2023-03-12,Coastal,40.61356573741414,-73.957418470223,Studio,390059.52,4.79,79,96,0.57
2023-02-25,Coastal,40.60839388782644,-73.98779937597826,Commercial,2960711.61,5.41,32,80,0.41
2024-09-09,Coastal,40.59138321482318,-73.92287746800808,Apartment,718104.48,5.33,81,55,0.51
2024-02-26,Downtown,40.764937183262994,-73.98453958010393,Apartment,766395.86,4.05,70,33,0.42
2024-07-02,Downtown,40.729532714958026,-73.97941523501194,Studio,418333.61,4.26,57,83,0.38
2023-07-13,Industrial,40.80591981453299,-74.17159240303944,Villa,881055.79,8.15,86,69,0.31
2023-03-04,Coastal,40.614422390417516,-73.94360891797561,Studio,430890.91,4.51,78,56,0.56
2024-06-23,Industrial,40.8170669795468,-74.19413897818157,Apartment,378481.0,6.29,57,32,0.46
2024-11-08,Coastal,40.61283894258887,-73.95540535208728,Studio,351004.08,6.1,98,78,0.47
2023-07-24,Coastal,40.59276552327813,-73.95548705103326,Apartment,687213.36,5.01,57,58,0.46
2024-09-14,Coastal,40.597648030946836,-73.96745966522701,Apartment,607707.32,4.84,30,89,0.58
2023-10-07,Tech Park,40.65741660418672,-74.07064795299266,Studio,381861.78,5.36,34,28,0.48
2024-02-14,Suburbs,40.76179006099755,-74.15677680661565,Commercial,1545071.61,5.15,92,84,0.62
2023-03-07,Tech Park,40.63123954186189,-74.03659755282223,Studio,385619.91,7.69,66,61,0.46
2023-02-28,Tech Park,40.66565430271011,-74.08766724189262,Villa,1444103.01,6.03,71,20,0.27
2023-12-14,Coastal,40.58727326680779,-73.92658676741365,Villa,1301784.94,4.05,47,64,0.56
2024-01-02,Downtown,40.72479502276985,-74.00376539629497,Apartment,784086.66,3.69,57,61,0.44
2023-03-24,Industrial,40.774731936749085,-74.1917919347015,Studio,235898.87,7.54,46,59,0.66
2023-09-03,Suburbs,40.74324244449053,-74.09995536755675,Studio,260033.56,5.37,94,10,0.43
2024-02-10,Downtown,40.72215380207718,-73.99423830800511,Studio,376350.86,3.5,69,97,0.63
2023-07-08,Industrial,40.781875693359055,-74.19716040172253,Apartment,384626.99,6.65,90,95,0.56
2023-10-03,Tech Park,40.67691870015676,-74.03180433309798,Studio,356772.1,5.77,54,34,0.41
2023-07-02,Coastal,40.57747144622235,-73.96707354816576,Apartment,750998.81,5.42,45,13,0.55
2023-05-27,Industrial,40.793205702967136,-74.18048353325423,Apartment,400354.31,7.36,14,4,0.62
2023-09-20,Coastal,40.582789068549026,-73.96307354107496,Commercial,2702620.43,4.88,80,25,0.63
2024-04-09,Downtown,40.69471243639695,-73.97616435673152,Studio,428279.25,3.78,73,27,0.45
2024-05-11,Industrial,40.82677555940842,-74.2352052500116,Apartment,409643.28,5.79,23,98,0.24
2023-04-15,Industrial,40.79371356177559,-74.21457458785308,Commercial,1464558.1,6.35,81,45,0.45
2023-08-29,Coastal,40.57258205283,-73.93614655931495,Villa,1608769.13,5.09,21,40,0.61
2023-08-18,Coastal,40.6275365472393,-73.92581538705552,Apartment,648421.38,5.31,41,4,0.37
2024-03-15,Downtown,40.7193398902654,-74.02270249007944,Commercial,2854755.86,4.02,54,8,0.48
2023-10-22,Tech Park,40.66429463455035,-74.05138846173826,Commercial,2691177.56,5.51,88,72,0.16
2024-06-30,Industrial,40.77117195625249,-74.2088271758303,Apartment,394763.77,6.24,93,82,0.26
2023-03-20,Coastal,40.588694825215796,-73.94909181747241,Apartment,642108.84,5.52,25,66,0.48
2023-04-04,Coastal,40.59723234842779,-73.98093639330645,Commercial,2634199.13,5.56,71,75,0.64
2023-05-15,Coastal,40.615706912060205,-73.92964569900553,Villa,1193458.62,4.96,51,47,0.73
2024-06-08,Industrial,40.79923800834652,-74.2048061813629,Villa,961672.26,6.71,8,48,0.67
2024-09-18,Tech Park,40.64467593196035,-74.06437374088297,Villa,1531051.09,5.22,51,69,0.51
2023-08-19,Industrial,40.812269438733836,-74.21253584499121,Commercial,1612647.65,6.8,23,49,0.42
2023-06-10,Suburbs,40.74310369738665,-74.0995601201439,Apartment,536091.53,5.65,3,93,0.44
2023-01-02,Tech Park,40.656665874332255,-74.03127207430077,Apartment,660280.34,6.97,65,20,0.29
2024-03-19,Coastal,40.603080636833674,-73.963433683417,Apartment,783597.19,4.88,65,25,0.43
2023-04-17,Coastal,40.572511002161214,-73.96640457031945,Studio,393045.95,5.89,9,84,0.46
2024-01-21,Downtown,40.71784698387362,-73.99279158128117,Commercial,2955791.96,4.02,75,81,0.76
2023-02-14,Industrial,40.80285321230312,-74.23857324838512,Apartment,393787.94,6.65,94,92,0.63
2024-02-09,Suburbs,40.760592858010035,-74.0535346603109,Apartment,433302.45,5.71,58,79,0.63
2023-08-05,Downtown,40.72875662389059,-73.98225519951784,Studio,410001.31,3.94,30,78,0.51
2024-03-25,Coastal,40.57683032876294,-73.92719498894658,Apartment,573284.94,4.79,7,15,0.49
2024-03-29,Coastal,40.59594954005062,-73.94650937183312,Villa,1697126.21,4.53,82,51,0.53
2024-05-11,Suburbs,40.74638333231202,-74.13368152509257,Apartment,419075.89,5.26,40,24,0.38
2023-02-02,Suburbs,40.73380371805447,-74.09788917757406,Commercial,2040838.63,5.31,78,78,0.64
2024-02-20,Industrial,40.79245738792444,-74.20988403098326,Apartment,340720.46,7.76,94,60,0.5
2023-04-21,Suburbs,40.72288588079526,-74.12382429233365,Studio,251407.31,5.93,6,76,0.59
2023-06-13,Suburbs,40.74227994848701,-74.12217632642573,Studio,275490.55,7.26,65,55,0.42
2023-04-12,Industrial,40.78493592436818,-74.20227184323404,Villa,882413.89,6.83,68,7,0.45
2024-09-11,Industrial,40.82242376285139,-74.22616377859642,Commercial,1636261.83,8.23,66,29,0.62
2024-10-18,Industrial,40.81114817113702,-74.18735567371937,Commercial,1437966.72,7.6,43,21,0.46
2024-08-06,Industrial,40.78378468075962,-74.15804609621989,Studio,254335.28,8.54,24,96,0.51
2023-08-29,Downtown,40.714544222137725,-73.99846924041506,Villa,2016750.67,3.84,86,43,0.39
2024-07-10,Industrial,40.80686317108395,-74.21836897645161,Villa,901094.13,6.25,36,91,0.46
2023-07-21,Coastal,40.59681348728233,-73.98548462582671,Villa,1457282.42,4.53,93,59,0.47
2024-06-21,Tech Park,40.654965195929805,-74.06397953882498,Commercial,2751738.79,6.16,59,96,0.47
2024-04-17,Suburbs,40.74050228248234,-74.1139925159743,Studio,287155.3,5.3,10,94,0.4
2023-07-10,Tech Park,40.63148623962605,-74.07397052147682,Apartment,617670.96,5.77,72,39,0.5
2024-11-03,Coastal,40.57807600952865,-73.98780212945307,Studio,394482.73,5.71,50,47,0.55
2024-01-09,Coastal,40.61789217397727,-73.93249012726095,Studio,386818.97,5.29,19,97,0.5
2023-03-10,Coastal,40.58952664799881,-73.98040839309716,Villa,1426055.26,5.12,8,42,0.51
2023-09-11,Suburbs,40.77691059707104,-74.11064287780346,Commercial,1730057.72,5.56,45,22,0.37
2024-07-22,Coastal,40.587223322604814,-73.93700128899144,Apartment,716757.98,4.68,88,85,0.58
2023-03-14,Downtown,40.65393716869057,-74.04426664500298,Commercial,3185969.54,3.96,56,9,0.72
2023-01-28,Industrial,40.79251550749915,-74.19020606450815,Studio,245175.56,7.14,62,12,0.57
2023-06-29,Tech Park,40.658094876074905,-74.02766731728647,Apartment,614016.42,5.15,17,18,0.69
2024-10-13,Downtown,40.737345956135854,-73.99892292298443,Commercial,2666377.55,3.53,63,21,0.46
2024-08-21,Tech Park,40.664763879185166,-74.03371898405334,Commercial,1871093.16,5.64,27,46,0.52
2024-11-20,Suburbs,40.75100545782631,-74.10689592245988,Studio,270912.95,5.89,41,9,0.76
2024-03-25,Tech Park,40.67979154917695,-74.04699728692087,Villa,1542597.37,5.71,8,21,0.58
2023-06-10,Coastal,40.60297561269615,-73.9534251260965,Studio,389426.94,5.13,17,52,0.3
2024-04-22,Downtown,40.719447536670394,-74.02775686063583,Villa,1672582.83,4.81,58,57,0.64
2023-10-13,Downtown,40.72137522517762,-73.99059072808626,Studio,432519.94,4.06,72,45,0.38
2024-07-12,Suburbs,40.72651552445084,-74.09023604446217,Villa,1070584.97,5.56,63,19,0.61
2023-04-02,Coastal,40.603037171915034,-73.93610907265906,Studio,338462.96,4.76,64,18,0.45
2023-09-28,Suburbs,40.72869687971809,-74.08380684939704,Commercial,1841528.11,6.05,86,64,0.55
2024-04-07,Industrial,40.85307449750732,-74.17621163431073,Apartment,443153.51,6.19,92,54,0.58
2024-12-12,Coastal,40.61650367449107,-73.93149436214567,Apartment,660962.34,5.22,74,7,0.52
2024-12-19,Industrial,40.812506366680424,-74.20338548876666,Villa,1050953.43,6.35,90,10,0.51
2023-07-21,Tech Park,40.685139418712744,-74.01300217228605,Studio,326012.43,5.91,71,73,0.43
2023-07-18,Coastal,40.59352369839639,-73.94654187554092,Commercial,2495784.46,5.79,63,84,0.56
2024-09-16,Downtown,40.71460334766527,-74.01081343115001,Apartment,686347.78,3.75,60,2,0.57
2023-09-02,Suburbs,40.76289043932488,-74.11140938035976,Apartment,423403.17,5.72,4,90,0.48
2024-05-02,Tech Park,40.64809434989399,-74.05990957661878,Villa,1576706.5,4.95,50,89,0.55
2023-03-23,Suburbs,40.73566534512356,-74.1251260486699,Villa,1008661.56,5.35,20,74,0.57
2024-09-30,Tech Park,40.64085651705714,-74.06500820255509,Apartment,470278.06,5.16,5,98,0.64
2024-03-16,Industrial,40.80708149002027,-74.20841321187898,Commercial,1840347.33,6.93,52,17,0.45
2023-07-17,Industrial,40.79150146328886,-74.195428727866,Studio,225245.25,6.73,21,86,0.54
2024-10-30,Suburbs,40.77277436135712,-74.058132085499,Studio,281261.57,4.96,53,19,0.63
2024-11-19,Tech Park,40.630578759417844,-74.01737769805088,Commercial,2224079.3,6.47,37,70,0.37
2023-07-23,Suburbs,40.781257114512854,-74.10049128414019,Commercial,1988676.71,5.04,77,44,0.59
2024-05-20,Coastal,40.60009821117127,-73.92194753602386,Villa,1380058.67,5.17,74,22,0.48
2024-11-10,Tech Park,40.63731450566365,-74.02742305024901,Commercial,2149382.46,6.35,62,54,0.62
2023-06-09,Downtown,40.69875500915274,-74.02778619856498,Studio,529578.11,4.05,98,31,0.56
2023-07-13,Industrial,40.789730816772874,-74.21723186791773,Studio,270391.93,7.5,35,35,0.55
2023-04-27,Coastal,40.61683214407517,-73.97044195575013,Studio,405691.92,5.46,4,18,0.62
2024-03-27,Coastal,40.60121570745003,-73.9114742829029,Apartment,549012.94,5.07,21,15,0.37
2024-12-25,Downtown,40.69795343974247,-73.98714122760205,Commercial,3054376.18,4.47,1,96,0.49
2023-08-02,Suburbs,40.80413236586664,-74.07544589234148,Studio,280558.74,5.05,2,47,0.5
2023-04-23,Downtown,40.699326862567936,-74.04136978655777,Villa,1724183.87,4.1,64,22,0.47
2023-01-17,Suburbs,40.72976248042948,-74.10209039686887,Villa,836374.54,5.74,58,18,0.63
2023-03-24,Industrial,40.836101787009156,-74.18275441175894,Apartment,435175.04,6.35,4,18,0.51
2023-05-28,Tech Park,40.607593225175385,-74.02503247271603,Studio,412755.28,6.32,68,97,0.46
2023-11-09,Industrial,40.82096233518538,-74.20815454034538,Commercial,1550204.66,8.81,87,52,0.54
2023-10-24,Industrial,40.76173381258144,-74.20100297141613,Studio,254089.41,7.14,61,75,0.47
2024-04-10,Industrial,40.774459007308074,-74.19562563467717,Commercial,1573309.64,8.72,14,15,0.49
2023-11-29,Suburbs,40.71626484469101,-74.08172119061354,Studio,284743.98,5.24,97,99,0.38
2023-09-15,Coastal,40.58914264810495,-73.94123056486008,Apartment,645192.35,5.53,36,32,0.53
2024-04-03,Tech Park,40.68030827630696,-74.02707025682534,Commercial,2127206.19,5.24,67,11,0.55
2023-08-16,Downtown,40.700478575693275,-74.01230857603949,Villa,1592395.24,4.1,20,66,0.3
2024-11-25,Coastal,40.60493812126833,-73.97250395655476,Studio,372710.59,4.38,22,43,0.58
2023-11-04,Suburbs,40.7265159540856,-74.08587258605498,Studio,267738.9,6.77,70,9,0.36
2023-04-05,Tech Park,40.643502841470024,-74.0328073842629,Studio,303484.65,6.27,70,5,0.52
2024-01-06,Industrial,40.790808637764975,-74.17697040811592,Commercial,1652898.8,7.69,83,57,0.5
2023-07-10,Industrial,40.8078264034387,-74.13896577360163,Commercial,1419690.34,7.1,87,67,0.48
2024-10-22,Suburbs,40.74378948488715,-74.11507190976721,Commercial,1378345.77,4.73,10,13,0.51
2023-04-23,Suburbs,40.752861145770986,-74.10775418799885,Studio,266734.03,6.17,97,70,0.49
2023-08-08,Downtown,40.75030340174253,-73.9890340364139,Villa,1916685.48,3.42,84,91,0.56
2023-07-08,Coastal,40.59358345606659,-73.93968211016761,Studio,387650.2,5.34,37,65,0.44
2024-01-17,Downtown,40.722715685506,-73.98384557808035,Studio,475497.1,3.38,34,24,0.45
2023-05-05,Downtown,40.706609802281456,-74.00215991526062,Villa,1825304.75,3.83,25,53,0.51
2024-03-03,Coastal,40.5580085671484,-73.99102519410161,Commercial,2794570.17,4.97,15,20,0.55
2024-10-31,Suburbs,40.71861220809251,-74.11273764777877,Apartment,401859.94,4.65,9,87,0.37
2023-04-14,Coastal,40.549194730914955,-73.98475844891932,Apartment,786632.91,4.95,67,15,0.47
2023-03-10,Coastal,40.602000374750276,-73.93965118684548,Villa,1598303.3,4.96,99,79,0.68
2023-12-02,Industrial,40.77628275082569,-74.18057175284656,Commercial,1392758.62,8.3,13,24,0.32
2023-04-19,Industrial,40.813180276722775,-74.20292748817899,Apartment,457394.26,6.1,51,21,0.53
2024-01-25,Downtown,40.729143571189326,-74.02834019124461,Apartment,587689.74,3.71,3,42,0.6
2023-03-31,Industrial,40.76742950066728,-74.20707613333029,Studio,269332.07,6.59,70,23,0.48
2023-04-15,Tech Park,40.644330318290834,-74.07054345916704,Studio,372586.39,5.75,43,44,0.54
2024-03-28,Suburbs,40.76257928216081,-74.12698620109482,Commercial,1957364.61,5.59,67,96,0.28
2024-03-17,Downtown,40.71236533014143,-74.00742829956745,Commercial,2559928.22,3.5,76,10,0.55
2023-09-24,Suburbs,40.71531404247727,-74.07470571318805,Villa,994500.86,5.2,78,19,0.55
2023-03-27,Suburbs,40.726359248818866,-74.09469672154506,Commercial,1683180.27,6.18,48,4,0.66
2023-02-16,Tech Park,40.62640944827713,-74.04071322690724,Studio,390018.52,6.42,24,47,0.74
2024-03-05,Tech Park,40.65486299543227,-74.02159630122436,Apartment,635526.83,6.03,89,93,0.51
2023-12-04,Industrial,40.77976437648554,-74.20656130408389,Villa,1033844.8,6.64,27,17,0.49
2024-08-24,Coastal,40.58764376167547,-73.9530093628299,Commercial,2427577.21,4.92,58,45,0.58
2024-03-24,Coastal,40.568619114373845,-73.96651623160487,Commercial,2655563.64,5.61,51,95,0.72
2024-10-10,Coastal,40.56189310352683,-73.94996675871482,Studio,374518.71,5.65,77,38,0.38
2023-02-15,Coastal,40.59797937641982,-73.94384547719783,Villa,1620829.76,5.04,81,39,0.53
2024-08-03,Downtown,40.71023203468165,-73.98435628057672,Villa,1720706.53,3.63,59,55,0.39
2024-08-12,Industrial,40.80619063860608,-74.18596579884046,Apartment,395337.15,7.15,13,16,0.4
2023-07-26,Coastal,40.603205377148356,-73.97135283526666,Studio,351866.49,5.28,51,46,0.57
2023-10-15,Industrial,40.80557623911109,-74.18362967879095,Villa,973624.42,6.61,50,79,0.37
2024-10-24,Tech Park,40.660980638692614,-74.03883920656962,Apartment,486759.78,5.99,7,41,0.47
2024-05-12,Downtown,40.696519257539656,-74.01246537548785,Commercial,2890097.5,4.07,32,8,0.19
2023-02-04,Suburbs,40.76587516286198,-74.09654059788112,Apartment,441775.74,5.04,91,81,0.54
2023-02-28,Suburbs,40.768397398367064,-74.07193714900073,Commercial,1702045.71,5.91,29,4,0.42
2023-01-18,Suburbs,40.76028754273228,-74.12428550209314,Commercial,1776455.78,5.68,10,76,0.52
2023-10-10,Industrial,40.79938298472349,-74.17149749626826,Commercial,1789509.56,6.85,61,54,0.42
2024-03-31,Industrial,40.811780870793555,-74.18665869054544,Studio,202918.65,7.1,94,58,0.52
2024-01-22,Suburbs,40.78044877819513,-74.10838169703973,Commercial,1510630.73,5.71,26,8,0.47
2024-11-05,Industrial,40.82738189165526,-74.21657425963176,Apartment,375632.9,7.5,66,2,0.54
2024-08-17,Coastal,40.61171823514557,-73.92150562339366,Villa,1535874.65,4.09,89,31,0.34
2023-08-03,Tech Park,40.668748578067934,-74.02413399781787,Commercial,2520850.26,5.45,40,39,0.59
2023-08-19,Suburbs,40.75763218856115,-74.07951707253733,Villa,1183619.81,5.13,24,78,0.48
2024-01-13,Coastal,40.58255400355879,-73.9538898296973,Studio,415969.24,5.93,10,33,0.53
2024-09-22,Coastal,40.625426668791704,-73.94769093068754,Studio,401513.77,4.66,68,29,0.36
2024-09-16,Industrial,40.79776932767613,-74.20603620214153,Apartment,410071.58,7.59,63,98,0.53
2023-02-08,Industrial,40.79291710625427,-74.21351579978503,Commercial,1734782.99,8.45,3,71,0.47
2023-03-28,Tech Park,40.64899869283539,-74.06091872000707,Commercial,2583758.98,4.41,14,68,0.59
2023-03-18,Industrial,40.796515589953586,-74.2310972949627,Commercial,1628518.96,6.21,64,89,0.35
2024-06-05,Downtown,40.69802047336271,-74.02862732487147,Studio,489294.16,3.88,67,92,0.61
2024-01-07,Tech Park,40.65324878516888,-74.02397525697417,Studio,413700.26,6.43,13,81,0.34
2023-08-14,Tech Park,40.67980275044199,-74.07391908680111,Studio,369881.13,6.27,84,29,0.35
2023-06-27,Suburbs,40.747166747362556,-74.09395354199303,Apartment,460498.59,6.3,76,30,0.49
2024-10-16,Tech Park,40.638449314719615,-74.0360552390722,Studio,347489.1,5.81,58,46,0.59
2023-10-06,Downtown,40.7309087673491,-74.08119557853354,Commercial,2630742.23,3.34,67,71,0.54
2024-06-11,Downtown,40.697934564652826,-73.9740271666219,Studio,416646.64,4.25,82,62,0.59
2024-12-21,Coastal,40.60397775910712,-73.9257547988443,Studio,365645.44,5.59,51,4,0.57
2023-07-05,Suburbs,40.791470644920814,-74.11866349933129,Commercial,1779755.8,4.47,25,80,0.46
2024-01-04,Tech Park,40.651432367854206,-74.0367753897827,Commercial,2537026.97,5.51,45,14,0.52
2023-03-13,Tech Park,40.681994179875204,-74.04511803112995,Studio,369860.8,5.83,19,93,0.61
2024-05-06,Suburbs,40.74374252077591,-74.11557609457206,Commercial,1844800.91,5.28,58,95,0.42
2024-02-17,Industrial,40.79769260743578,-74.21031961978699,Villa,1000019.81,5.77,35,28,0.57
2023-12-17,Suburbs,40.75887971643121,-74.10561017169249,Apartment,512902.99,6.16,52,14,0.47
2024-08-03,Tech Park,40.689886898994395,-74.05458462005625,Studio,287750.51,5.52,42,30,0.59
2023-04-17,Tech Park,40.672099944036084,-74.05755062297119,Commercial,2284613.63,6.72,27,73,0.4
2024-12-02,Coastal,40.590837260203166,-73.94536867261138,Apartment,666164.5,4.39,39,64,0.44
2023-06-10,Suburbs,40.72858033038792,-74.07931472177134,Commercial,2046693.03,6.55,10,87,0.47
2024-04-08,Industrial,40.76479313063117,-74.18553614047943,Commercial,1577979.54,7.31,62,76,0.42
2023-02-01,Downtown,40.70590300495187,-73.95940765033093,Studio,438388.09,4.51,88,74,0.47
2023-11-09,Industrial,40.785003141545836,-74.22350138161718,Villa,1054101.53,7.01,80,2,0.26
2023-08-11,Tech Park,40.65494542904217,-74.03226841014484,Apartment,646333.8,5.74,21,60,0.62
2024-02-24,Tech Park,40.66065783440454,-74.05137819952782,Studio,354181.44,5.13,59,81,0.32
2024-02-22,Coastal,40.57011472941868,-73.94638257777035,Villa,1658458.57,4.62,21,93,0.48
2023-08-24,Industrial,40.802903954032104,-74.21787856646002,Villa,1074954.37,7.38,76,24,0.33
2024-03-30,Suburbs,40.719489195114626,-74.05057505910177,Villa,1291010.57,5.88,94,98,0.64
2024-10-18,Downtown,40.678639302847195,-73.98483050455762,Studio,463237.54,3.68,57,77,0.67
2023-04-27,Downtown,40.69494011969639,-73.99856647246298,Apartment,704340.26,4.19,61,92,0.78
2024-10-02,Suburbs,40.744968961996314,-74.095103215918,Villa,1217722.22,5.49,63,53,0.39
2023-09-17,Tech Park,40.5969167530858,-74.07596329067066,Apartment,689734.3,6.77,56,77,0.4
2023-09-14,Coastal,40.57637555104783,-73.98349256177221,Studio,421590.08,5.04,45,32,0.4
2024-12-13,Industrial,40.8098146441512,-74.1699453860492,Apartment,384691.36,7.59,47,6,0.5
2024-10-26,Coastal,40.61369792619884,-73.98133918742334,Studio,405876.52,5.63,27,15,0.6
2023-10-31,Industrial,40.794348332337655,-74.20845316057235,Commercial,1620799.72,6.26,26,86,0.38
2023-04-18,Downtown,40.73340769387778,-74.01656210962845,Apartment,770735.67,4.33,30,73,0.62
2023-10-02,Tech Park,40.65898269850908,-74.03172463445185,Commercial,2096498.17,7.32,32,11,0.39
2024-02-28,Industrial,40.798605054652384,-74.214312951283,Commercial,1753187.19,7.5,38,63,0.53
2023-09-21,Tech Park,40.64102183225374,-74.05812220714047,Commercial,3053548.32,6.36,85,31,0.42
2023-03-28,Industrial,40.8214905958046,-74.21566899481802,Commercial,1908654.62,6.6,90,71,0.59
2024-02-06,Suburbs,40.746098767070066,-74.07068868695268,Villa,1133730.17,5.89,71,7,0.6
2024-09-24,Tech Park,40.6580160578283,-74.03142149878715,Studio,368098.23,6.8,15,99,0.35
2023-01-13,Downtown,40.72041511691496,-73.97508652548827,Studio,352741.33,4.19,70,62,0.53
2023-06-10,Downtown,40.71651433378738,-74.00968254017009,Studio,533770.19,4.01,88,23,0.51
2023-05-28,Tech Park,40.67847907691082,-74.02172460703417,Studio,300522.81,5.4,44,25,0.44
2024-12-21,Downtown,40.70360603713998,-73.96781405898747,Studio,403303.28,3.4,77,68,0.5
2023-04-16,Coastal,40.59859652767562,-73.93890601322984,Villa,1297445.05,5.56,99,64,0.48
2024-06-21,Industrial,40.768227662834,-74.1937484684933,Commercial,1703174.61,6.44,39,19,0.67
2023-07-23,Coastal,40.593756975653285,-73.95427302373723,Apartment,566346.26,5.22,48,62,0.56
2024-01-23,Tech Park,40.64049749443111,-74.072577706944,Villa,1606456.75,6.43,49,78,0.46
2024-02-12,Suburbs,40.76247051597652,-74.0638916630716,Commercial,1430899.29,4.94,69,90,0.42
2023-02-21,Suburbs,40.746512405851924,-74.08882609434156,Studio,259074.76,5.22,77,14,0.6
2024-10-11,Industrial,40.79092110212124,-74.18166137531877,Studio,217354.17,7.97,76,91,0.49
2024-08-22,Downtown,40.71139627487565,-74.00163772889918,Studio,388036.73,4.35,66,95,0.42
2023-07-17,Downtown,40.691510689218006,-73.9983656429832,Apartment,745131.55,4.34,73,92,0.4
2023-01-07,Tech Park,40.65159159093113,-74.040707349764,Studio,357464.8,6.23,25,28,0.48
2024-02-03,Industrial,40.79746547316874,-74.20413093468898,Villa,1035010.38,7.04,98,69,0.47
2023-02-17,Downtown,40.71733141927369,-73.990943033376,Apartment,725001.38,3.67,23,45,0.43
2024-03-22,Suburbs,40.74502821082829,-74.08791704865968,Villa,1190402.76,5.82,75,6,0.33
2024-06-25,Coastal,40.64180369649532,-73.93093692756241,Studio,363053.31,4.7,32,39,0.44
2024-07-08,Coastal,40.6344053061771,-73.95709559774701,Studio,375358.96,4.87,40,18,0.59
2024-03-19,Industrial,40.80109673882508,-74.19868216782795,Apartment,466605.7,6.02,35,66,0.54
2024-11-13,Coastal,40.61164006708857,-73.94603116942939,Studio,439876.16,3.98,7,97,0.35
2024-08-22,Downtown,40.703062062850215,-73.98641480511426,Villa,1755062.0,3.83,40,54,0.5
2024-01-17,Suburbs,40.776715633291005,-74.05715753060262,Villa,1140851.71,5.2,92,83,0.49
2023-08-22,Tech Park,40.63514254620713,-74.08422976970729,Commercial,2489131.64,6.37,69,25,0.54
2023-08-11,Coastal,40.607443335247325,-73.93856087356055,Studio,330499.17,4.7,1,14,0.44
2023-12-07,Industrial,40.819293484793725,-74.18457497171498,Villa,915382.73,6.99,47,39,0.5
2024-08-06,Downtown,40.6985955651919,-74.03021559547996,Commercial,3355759.75,3.89,75,6,0.47
2023-03-24,Suburbs,40.7563833850113,-74.10367387932753,Apartment,465165.44,5.83,22,68,0.44
2024-09-26,Downtown,40.70130796283633,-74.01271557235481,Villa,2019856.25,3.72,10,45,0.55
2023-05-11,Suburbs,40.75206763992424,-74.11374094771216,Apartment,479177.95,5.9,70,21,0.59
